TXN_ID,DATE,STORE_HUB,SKU_NAME,UNITS_SOLD,PRICE_TAG
RETAIL_00051,2024-11-02,London-RegentSt,AirPods Max,7.0,1825.2343927524776
RETAIL_00052,2024-11-15,Sydney-GeorgeSt,AirPods Max,,3861.7161359283527
RETAIL_00053,2024-10-16,London-RegentSt,Vision Pro,6.0,1386.661442915263
RETAIL_00054,2024-11-01,Paris-Opera,Vision Pro,5.0,981.0193580267228
RETAIL_00055,2024-07-20,Sydney-GeorgeSt,Apple Watch Ultra,3.0,3940.554755065373
RETAIL_00056,2024-09-17,Paris-Opera,iPhone 15 Pro,8.0,2353.2176939636424
RETAIL_00057,2024-08-25,NYC-FifthAve,MacBook Air M3,7.0,2570.1053397223823
RETAIL_00058,2024-07-02,Tokyo-Ginza,AirPods Max,,3828.0617671504815
RETAIL_00059,2024-08-06,Tokyo-Ginza,Vision Pro,8.0,2991.2320827163126
RETAIL_00060,2024-08-28,Tokyo-Ginza,iPhone 15 Pro,4.0,978.4080246829267
RETAIL_00061,2024-11-09,London-RegentSt,Apple Watch Ultra,4.0,3795.2321280465085
RETAIL_00062,2024-11-03,Tokyo-Ginza,MacBook Air M3,1.0,2775.4492993202794
RETAIL_00063,2024-11-08,NYC-FifthAve,AirPods Max,6.0,-459.21605816010015
RETAIL_00064,2024-11-30,Paris-Opera,AirPods Max,4.0,2086.3014319248805
RETAIL_00065,2024-12-15,Sydney-GeorgeSt,iPad Pro,7.0,873.3722549797869
RETAIL_00066,2024-12-02,Tokyo-Ginza,AirPods Max,5.0,1592.297606279787
RETAIL_00067,2024-12-04,Sydney-GeorgeSt,iPhone 15 Pro,5.0,1612.7600452345032
RETAIL_00068,2024-11-10,Sydney-GeorgeSt,iPhone 15 Pro,2.0,177.7012304241673
RETAIL_00069,2024-10-05,NYC-FifthAve,iPad Pro,1.0,-189.90636978568028
RETAIL_00070,2024-07-16,Sydney-GeorgeSt,Vision Pro,9.0,-79.66543207902816
RETAIL_00071,2024-12-16,Sydney-GeorgeSt,Apple Watch Ultra,9.0,2488.6469075861523
RETAIL_00072,2024-12-23,NYC-FifthAve,MacBook Air M3,5.0,-64.70172341347842
RETAIL_00073,2024-07-15,Tokyo-Ginza,Vision Pro,3.0,376.57202636920806
RETAIL_00074,2024-11-03,Sydney-GeorgeSt,Apple Watch Ultra,9.0,-364.3640702486238
RETAIL_00075,2024-09-12,Sydney-GeorgeSt,AirPods Max,2.0,554.8065417568109
RETAIL_00076,2024-11-16,London-RegentSt,Vision Pro,8.0,337.99724257501896
RETAIL_00077,2024-10-31,Paris-Opera,Apple Watch Ultra,,2936.4188526064936
RETAIL_00078,2024-10-07,Tokyo-Ginza,AirPods Max,8.0,1460.2533602000076
RETAIL_00079,2024-08-13,Tokyo-Ginza,MacBook Air M3,8.0,2431.4341548820753
RETAIL_00080,2024-11-02,Paris-Opera,Vision Pro,,2199.318849445365
RETAIL_00081,2024-07-20,Tokyo-Ginza,AirPods Max,2.0,3985.7564288252124
RETAIL_00082,2024-08-12,Sydney-GeorgeSt,MacBook Air M3,6.0,-7.505028035290593
RETAIL_00083,2024-12-09,Sydney-GeorgeSt,MacBook Air M3,5.0,3490.1081199255404
RETAIL_00084,2024-09-21,London-RegentSt,Vision Pro,8.0,3801.3379351028116
RETAIL_00085,2024-12-08,NYC-FifthAve,Apple Watch Ultra,1.0,2937.3599115136226
RETAIL_00086,2024-12-22,Sydney-GeorgeSt,Apple Watch Ultra,6.0,-167.35227509406366
RETAIL_00087,2024-07-28,Paris-Opera,MacBook Air M3,2.0,1346.2856979392159
RETAIL_00088,2024-11-14,Paris-Opera,AirPods Max,5.0,3720.0323056072666
RETAIL_00089,2024-08-19,Paris-Opera,AirPods Max,6.0,3544.9858923796533
RETAIL_00090,2024-11-17,Sydney-GeorgeSt,AirPods Max,4.0,3222.088832292441
RETAIL_00091,2024-07-21,Tokyo-Ginza,MacBook Air M3,6.0,2107.918426143076
RETAIL_00092,2024-11-20,Sydney-GeorgeSt,Apple Watch Ultra,3.0,725.5903591005754
RETAIL_00093,2024-10-12,Paris-Opera,iPhone 15 Pro,8.0,1153.2428011838103
RETAIL_00094,2024-07-01,Sydney-GeorgeSt,iPad Pro,9.0,3313.393994319951
RETAIL_00095,2024-07-09,NYC-FifthAve,iPhone 15 Pro,5.0,3747.5405061461315
RETAIL_00096,2024-11-02,Tokyo-Ginza,iPad Pro,8.0,3191.626067781213
RETAIL_00097,2024-08-28,Sydney-GeorgeSt,Vision Pro,3.0,2969.7545690790944
RETAIL_00098,2024-10-17,Sydney-GeorgeSt,Vision Pro,2.0,525.6969580171949
RETAIL_00099,2024-09-14,NYC-FifthAve,Vision Pro,5.0,711.3545103762317
RETAIL_00100,2024-11-09,Sydney-GeorgeSt,iPhone 15 Pro,6.0,743.0229110437303
RETAIL_00101,2024-07-04,London-RegentSt,AirPods Max,8.0,1449.299254020936
RETAIL_00102,2024-10-07,London-RegentSt,Vision Pro,3.0,1338.003276016089
RETAIL_00103,2024-12-09,Paris-Opera,AirPods Max,1.0,-362.1393850723553
RETAIL_00104,2024-10-25,London-RegentSt,iPhone 15 Pro,4.0,10.213193231510388
RETAIL_00105,2024-10-26,Paris-Opera,Vision Pro,3.0,3781.9409579602043
RETAIL_00106,2024-11-18,Paris-Opera,Vision Pro,6.0,47.287564211002746
RETAIL_00107,2024-12-09,Tokyo-Ginza,iPhone 15 Pro,3.0,2007.9959113783807
RETAIL_00108,2024-11-07,Tokyo-Ginza,iPhone 15 Pro,1.0,1451.4066612941344
RETAIL_00109,2024-08-07,Tokyo-Ginza,AirPods Max,6.0,376.0825283508401
RETAIL_00110,2024-11-14,NYC-FifthAve,iPhone 15 Pro,4.0,2481.357596726668
RETAIL_00111,2024-08-21,London-RegentSt,iPhone 15 Pro,9.0,2972.4349018850876
RETAIL_00112,2024-10-01,Sydney-GeorgeSt,Apple Watch Ultra,3.0,2084.2001032040416
RETAIL_00113,2024-09-23,NYC-FifthAve,iPad Pro,7.0,2306.486415033965
RETAIL_00114,2024-08-14,Sydney-GeorgeSt,AirPods Max,7.0,1805.209378530034
RETAIL_00115,2024-08-23,London-RegentSt,MacBook Air M3,3.0,2599.1011791902533
RETAIL_00116,2024-07-16,Tokyo-Ginza,Apple Watch Ultra,3.0,476.4898572714259
RETAIL_00117,2024-07-09,London-RegentSt,AirPods Max,4.0,-368.6111509123365
RETAIL_00118,2024-09-12,Paris-Opera,Vision Pro,,97.10761754993223
RETAIL_00119,2024-07-07,NYC-FifthAve,AirPods Max,8.0,3679.262371123388
RETAIL_00120,2024-07-31,Sydney-GeorgeSt,AirPods Max,6.0,3051.488161424175
RETAIL_00121,2024-11-08,NYC-FifthAve,Vision Pro,5.0,1114.6174625599012
RETAIL_00122,2024-08-09,London-RegentSt,iPhone 15 Pro,2.0,2385.9349607343474
RETAIL_00123,2024-12-11,Paris-Opera,iPad Pro,9.0,1450.339301710644
RETAIL_00124,2024-11-07,Tokyo-Ginza,iPad Pro,2.0,644.7496372737205
RETAIL_00125,2024-10-02,Tokyo-Ginza,Apple Watch Ultra,7.0,3061.8898202427486
RETAIL_00126,2024-08-10,Sydney-GeorgeSt,Vision Pro,7.0,3391.7521655941823
RETAIL_00127,2024-11-26,Paris-Opera,iPhone 15 Pro,7.0,2419.0737020690513
RETAIL_00128,2024-10-28,Paris-Opera,MacBook Air M3,2.0,625.6034695166904
RETAIL_00129,2024-11-13,Tokyo-Ginza,Apple Watch Ultra,9.0,946.699117555859
RETAIL_00130,2024-08-24,Paris-Opera,iPad Pro,7.0,637.0339538090959
RETAIL_00131,2024-07-07,Paris-Opera,Apple Watch Ultra,5.0,3283.357696090668
RETAIL_00132,2024-10-22,London-RegentSt,Apple Watch Ultra,4.0,1661.6564804074837
RETAIL_00133,2024-07-13,Sydney-GeorgeSt,iPhone 15 Pro,4.0,-280.2517986662212
RETAIL_00134,2024-08-22,Sydney-GeorgeSt,iPhone 15 Pro,8.0,2663.1444912788556
RETAIL_00135,2024-08-13,Sydney-GeorgeSt,AirPods Max,4.0,1673.9211924145748
RETAIL_00136,2024-08-07,Paris-Opera,AirPods Max,6.0,2719.061595793634
RETAIL_00137,2024-12-10,Paris-Opera,iPhone 15 Pro,6.0,2975.240258115757
RETAIL_00138,2024-07-29,Sydney-GeorgeSt,iPad Pro,2.0,3240.3458020740018
RETAIL_00139,2024-09-20,Paris-Opera,Apple Watch Ultra,7.0,977.0104428476086
RETAIL_00140,2024-09-12,Tokyo-Ginza,iPhone 15 Pro,5.0,2500.6876073313183
RETAIL_00141,2024-11-23,London-RegentSt,AirPods Max,3.0,-18.581865655747492
RETAIL_00142,2024-12-16,NYC-FifthAve,iPhone 15 Pro,8.0,512.4940465790702
RETAIL_00143,2024-10-14,NYC-FifthAve,Apple Watch Ultra,8.0,-134.68232573738197
RETAIL_00144,2024-11-24,Tokyo-Ginza,MacBook Air M3,1.0,140.33910459092897
RETAIL_00145,2024-10-22,NYC-FifthAve,MacBook Air M3,3.0,3187.854049431714
RETAIL_00146,2024-09-13,Tokyo-Ginza,Apple Watch Ultra,3.0,2137.4820307175028
RETAIL_00147,2024-07-14,London-RegentSt,AirPods Max,9.0,3091.791723078077
RETAIL_00148,2024-11-08,NYC-FifthAve,Apple Watch Ultra,1.0,3648.8565647874802
RETAIL_00149,2024-07-21,NYC-FifthAve,AirPods Max,4.0,1446.3083863594607
RETAIL_00150,2024-07-18,London-RegentSt,Vision Pro,9.0,1743.509381267992
RETAIL_00151,2024-10-16,Sydney-GeorgeSt,Apple Watch Ultra,1.0,1562.1946707856373
RETAIL_00152,2024-07-25,Paris-Opera,Apple Watch Ultra,3.0,3762.5251065744533
RETAIL_00153,2024-09-30,Paris-Opera,Apple Watch Ultra,1.0,3460.163657162178
RETAIL_00154,2024-09-07,London-RegentSt,AirPods Max,9.0,3604.2857233769364
RETAIL_00155,2024-08-08,Sydney-GeorgeSt,MacBook Air M3,6.0,3457.8471666373935
RETAIL_00156,2024-10-24,London-RegentSt,Vision Pro,5.0,1679.9133792637258
RETAIL_00157,2024-12-10,Tokyo-Ginza,Vision Pro,3.0,383.8268544208212
RETAIL_00158,2024-12-07,London-RegentSt,Apple Watch Ultra,3.0,94.70288786945218
RETAIL_00159,2024-11-20,NYC-FifthAve,iPhone 15 Pro,8.0,2252.524349336892
RETAIL_00160,2024-07-17,Tokyo-Ginza,iPad Pro,1.0,2112.391770059815
RETAIL_00161,2024-10-24,NYC-FifthAve,iPad Pro,2.0,2204.307898024019
RETAIL_00162,2024-09-10,Tokyo-Ginza,MacBook Air M3,4.0,2963.4618847534443
RETAIL_00163,2024-09-16,London-RegentSt,Vision Pro,3.0,2236.6085481541418
RETAIL_00164,2024-07-03,Paris-Opera,iPad Pro,2.0,1544.2014926450163
RETAIL_00165,2024-12-08,Tokyo-Ginza,iPhone 15 Pro,2.0,871.5504985311095
RETAIL_00166,2024-08-08,NYC-FifthAve,AirPods Max,3.0,3680.0042199498303
RETAIL_00167,2024-10-06,Paris-Opera,iPhone 15 Pro,1.0,2294.0036706970814
RETAIL_00168,2024-10-14,Tokyo-Ginza,Apple Watch Ultra,7.0,83.1197556846522
RETAIL_00169,2024-07-28,Tokyo-Ginza,Apple Watch Ultra,6.0,2009.894801551568
RETAIL_00170,2024-08-01,London-RegentSt,Apple Watch Ultra,4.0,3085.312175010502
RETAIL_00171,2024-12-20,London-RegentSt,AirPods Max,3.0,1833.4634396980573
RETAIL_00172,2024-09-30,Paris-Opera,iPhone 15 Pro,3.0,3038.427151146679
RETAIL_00173,2024-09-30,Sydney-GeorgeSt,AirPods Max,7.0,1532.5317763382716
RETAIL_00174,2024-12-04,London-RegentSt,AirPods Max,6.0,789.7700130237743
RETAIL_00175,2024-10-28,Sydney-GeorgeSt,Apple Watch Ultra,6.0,417.8304278894501
RETAIL_00176,2024-08-26,Tokyo-Ginza,AirPods Max,1.0,520.1060200083101
RETAIL_00177,2024-10-27,NYC-FifthAve,iPhone 15 Pro,5.0,730.9891325583005
RETAIL_00178,2024-08-23,Tokyo-Ginza,iPhone 15 Pro,,46.9348119588733
RETAIL_00179,2024-10-05,London-RegentSt,iPhone 15 Pro,8.0,3493.6713268067742
RETAIL_00180,2024-08-28,Paris-Opera,AirPods Max,6.0,3647.165395059931
RETAIL_00181,2024-07-10,Paris-Opera,iPhone 15 Pro,4.0,3849.958467816383
RETAIL_00182,2024-09-21,Paris-Opera,MacBook Air M3,1.0,3267.786000323925
RETAIL_00183,2024-11-06,Tokyo-Ginza,iPad Pro,7.0,2864.609541078866
RETAIL_00184,2024-07-24,NYC-FifthAve,MacBook Air M3,8.0,1652.2088325735322
RETAIL_00185,2024-11-09,Paris-Opera,iPad Pro,1.0,3087.9136483898133
RETAIL_00186,2024-10-05,London-RegentSt,MacBook Air M3,2.0,3196.529963318866
RETAIL_00187,2024-11-08,NYC-FifthAve,iPad Pro,3.0,1370.387049915236
RETAIL_00188,2024-10-26,Sydney-GeorgeSt,MacBook Air M3,1.0,3121.9847409618787
RETAIL_00189,2024-10-07,London-RegentSt,AirPods Max,3.0,2661.1500300715848
RETAIL_00190,2024-08-31,Tokyo-Ginza,MacBook Air M3,8.0,1376.7649633863514
RETAIL_00191,2024-10-18,NYC-FifthAve,iPad Pro,8.0,-413.77982222280923
RETAIL_00192,2024-11-14,NYC-FifthAve,iPad Pro,4.0,3348.381127886404
RETAIL_00193,2024-09-25,NYC-FifthAve,MacBook Air M3,2.0,3181.4270277064597
RETAIL_00194,2024-10-12,Tokyo-Ginza,iPad Pro,5.0,1452.8826541880662
RETAIL_00195,2024-12-26,London-RegentSt,AirPods Max,8.0,2969.0305747581187
RETAIL_00196,2024-12-16,Sydney-GeorgeSt,iPhone 15 Pro,4.0,1209.8871600628368
RETAIL_00197,2024-07-18,Paris-Opera,iPad Pro,7.0,3448.592273523001
RETAIL_00198,2024-10-17,London-RegentSt,AirPods Max,7.0,-142.593351653406
RETAIL_00199,2024-10-14,Paris-Opera,Vision Pro,3.0,2175.0882183725626
RETAIL_00200,2024-07-28,Tokyo-Ginza,iPad Pro,1.0,3567.800921247281
RETAIL_00201,2024-08-15,Sydney-GeorgeSt,Apple Watch Ultra,1.0,-141.17689688939544
RETAIL_00202,2024-09-15,Paris-Opera,MacBook Air M3,1.0,3995.1512880849978
RETAIL_00203,2024-07-12,NYC-FifthAve,Vision Pro,3.0,1883.9469342362818
RETAIL_00204,2024-10-24,Paris-Opera,iPhone 15 Pro,4.0,422.30948004526283
RETAIL_00205,2024-10-10,Tokyo-Ginza,MacBook Air M3,5.0,1161.1115858386074
RETAIL_00206,2024-12-15,Paris-Opera,iPad Pro,1.0,1787.8744811088259
RETAIL_00207,2024-07-18,Tokyo-Ginza,iPhone 15 Pro,8.0,1204.6447964704007
RETAIL_00208,2024-10-03,NYC-FifthAve,AirPods Max,2.0,1919.3184498116284
RETAIL_00209,2024-07-30,London-RegentSt,iPhone 15 Pro,9.0,3675.1936078769468
RETAIL_00210,2024-12-13,Tokyo-Ginza,iPhone 15 Pro,2.0,984.6481946959518
RETAIL_00211,2024-10-19,NYC-FifthAve,Vision Pro,3.0,376.1665702878653
RETAIL_00212,2024-11-20,Paris-Opera,iPad Pro,8.0,2208.0400098323607
RETAIL_00213,2024-10-06,London-RegentSt,Apple Watch Ultra,3.0,1302.8283977821823
RETAIL_00214,2024-11-17,NYC-FifthAve,iPad Pro,7.0,2987.940836369469
RETAIL_00215,2024-10-14,NYC-FifthAve,Vision Pro,7.0,1179.3255693865678
RETAIL_00216,2024-11-01,Tokyo-Ginza,iPad Pro,4.0,3085.2551348921415
RETAIL_00217,2024-10-26,Tokyo-Ginza,iPad Pro,2.0,831.6571497818495
RETAIL_00218,2024-07-12,London-RegentSt,iPad Pro,8.0,3719.3663664246133
RETAIL_00219,2024-07-24,NYC-FifthAve,iPhone 15 Pro,3.0,1831.2064798512624
RETAIL_00220,2024-08-14,NYC-FifthAve,AirPods Max,6.0,1163.4968987238292
RETAIL_00221,2024-07-06,NYC-FifthAve,iPhone 15 Pro,2.0,1807.4312360451654
RETAIL_00222,2024-08-01,London-RegentSt,Vision Pro,6.0,864.9608812626932
RETAIL_00223,2024-12-13,Paris-Opera,iPhone 15 Pro,4.0,-69.9108190766122
RETAIL_00224,2024-08-05,London-RegentSt,iPhone 15 Pro,6.0,822.2931344184938
RETAIL_00225,2024-11-30,Paris-Opera,iPad Pro,6.0,3787.711226212612
RETAIL_00226,2024-09-01,Tokyo-Ginza,iPad Pro,3.0,945.9193721184458
RETAIL_00227,2024-10-09,NYC-FifthAve,iPad Pro,7.0,1574.9443958534966
RETAIL_00228,2024-12-01,Sydney-GeorgeSt,Vision Pro,1.0,1144.5437163472318
RETAIL_00229,2024-12-10,Paris-Opera,iPhone 15 Pro,7.0,3842.500942645236
RETAIL_00230,2024-08-13,Sydney-GeorgeSt,AirPods Max,5.0,177.78352050956823
RETAIL_00231,2024-12-20,London-RegentSt,iPad Pro,1.0,3252.9573659624925
RETAIL_00232,2024-09-30,NYC-FifthAve,AirPods Max,5.0,3211.9911655684477
RETAIL_00233,2024-08-01,Sydney-GeorgeSt,Vision Pro,1.0,2376.4124059605415
RETAIL_00234,2024-09-20,Sydney-GeorgeSt,MacBook Air M3,9.0,3523.438875950632
RETAIL_00235,2024-11-24,Tokyo-Ginza,iPad Pro,6.0,1346.3976773328773
RETAIL_00236,2024-08-22,NYC-FifthAve,iPhone 15 Pro,9.0,1876.3213528156216
RETAIL_00237,2024-12-24,Paris-Opera,Vision Pro,4.0,3354.4354930995755
RETAIL_00238,2024-12-22,Sydney-GeorgeSt,iPad Pro,,3019.441661894207
RETAIL_00239,2024-07-28,Sydney-GeorgeSt,Apple Watch Ultra,1.0,1422.286553528542
RETAIL_00240,2024-11-09,Paris-Opera,Vision Pro,5.0,3900.550212787849
RETAIL_00241,2024-08-20,Sydney-GeorgeSt,iPhone 15 Pro,5.0,-274.5255807276267
RETAIL_00242,2024-11-25,Paris-Opera,Apple Watch Ultra,2.0,1951.8410102621729
RETAIL_00243,2024-11-04,Tokyo-Ginza,iPad Pro,5.0,2996.114346645278
RETAIL_00244,2024-11-06,NYC-FifthAve,Apple Watch Ultra,6.0,3620.171888579557
RETAIL_00245,2024-09-01,Sydney-GeorgeSt,iPhone 15 Pro,6.0,3832.895064016514
RETAIL_00246,2024-10-07,Sydney-GeorgeSt,iPhone 15 Pro,9.0,3971.1881457026957
RETAIL_00247,2024-09-30,Tokyo-Ginza,Apple Watch Ultra,6.0,508.6930199066437
RETAIL_00248,2024-11-27,Sydney-GeorgeSt,Apple Watch Ultra,6.0,857.7304233485606
RETAIL_00249,2024-11-30,Paris-Opera,AirPods Max,5.0,1289.0470395512966
RETAIL_00250,2024-08-16,Tokyo-Ginza,Apple Watch Ultra,9.0,1206.5850389293055
RETAIL_00251,2024-11-08,Sydney-GeorgeSt,iPhone 15 Pro,9.0,3080.008742776529
RETAIL_00252,2024-08-17,Tokyo-Ginza,MacBook Air M3,4.0,1652.619830244234
RETAIL_00253,2024-08-25,Tokyo-Ginza,AirPods Max,3.0,-215.69877520781284
RETAIL_00254,2024-11-22,London-RegentSt,Apple Watch Ultra,5.0,2630.8529028748717
RETAIL_00255,2024-10-25,Sydney-GeorgeSt,AirPods Max,7.0,890.3940735406773
RETAIL_00256,2024-12-26,London-RegentSt,Apple Watch Ultra,4.0,3614.17902779217
RETAIL_00257,2024-10-28,Sydney-GeorgeSt,Vision Pro,7.0,2852.159202773499
RETAIL_00258,2024-09-20,NYC-FifthAve,Vision Pro,2.0,499.41774000653174
RETAIL_00259,2024-12-20,Tokyo-Ginza,Apple Watch Ultra,8.0,1063.4726346181
RETAIL_00260,2024-07-16,Sydney-GeorgeSt,Apple Watch Ultra,3.0,1130.9312676024056
RETAIL_00261,2024-12-26,Tokyo-Ginza,AirPods Max,3.0,3044.5383132165143
RETAIL_00262,2024-10-08,Tokyo-Ginza,iPad Pro,6.0,432.60953008926174
RETAIL_00263,2024-08-21,Paris-Opera,AirPods Max,2.0,1497.9488213594877
RETAIL_00264,2024-10-24,Paris-Opera,MacBook Air M3,1.0,1903.5399146140394
RETAIL_00265,2024-09-07,London-RegentSt,iPad Pro,9.0,-189.89519032453393
RETAIL_00266,2024-11-01,London-RegentSt,Vision Pro,6.0,2895.3565445348004
RETAIL_00267,2024-09-14,Sydney-GeorgeSt,AirPods Max,9.0,-195.3323141984373
RETAIL_00268,2024-11-14,Sydney-GeorgeSt,AirPods Max,4.0,2947.6771366140556
RETAIL_00269,2024-09-28,Tokyo-Ginza,Apple Watch Ultra,3.0,118.74799370840844
RETAIL_00270,2024-07-12,London-RegentSt,iPad Pro,3.0,-291.0485507402843
RETAIL_00271,2024-08-21,Tokyo-Ginza,iPad Pro,6.0,2595.9080994050087
RETAIL_00272,2024-10-18,Paris-Opera,iPad Pro,9.0,3228.5791544768454
RETAIL_00273,2024-08-25,Tokyo-Ginza,AirPods Max,4.0,3151.2717055498492
RETAIL_00274,2024-09-20,NYC-FifthAve,MacBook Air M3,5.0,330.1294461993583
RETAIL_00275,2024-12-04,London-RegentSt,Vision Pro,2.0,607.9073955180734
RETAIL_00276,2024-07-01,NYC-FifthAve,iPad Pro,7.0,2052.7135324489495
RETAIL_00277,2024-07-04,NYC-FifthAve,iPad Pro,7.0,1549.3365129157905
RETAIL_00278,2024-10-07,Sydney-GeorgeSt,Apple Watch Ultra,8.0,2760.5877598857437
RETAIL_00279,2024-07-23,London-RegentSt,MacBook Air M3,8.0,2285.924989871209
RETAIL_00280,2024-09-18,Paris-Opera,AirPods Max,7.0,3477.4845845761934
RETAIL_00281,2024-09-27,Sydney-GeorgeSt,iPad Pro,2.0,1664.129541588938
RETAIL_00282,2024-09-29,NYC-FifthAve,iPad Pro,7.0,789.4877287047746
RETAIL_00283,2024-09-25,Tokyo-Ginza,iPhone 15 Pro,6.0,1635.751879037754
RETAIL_00284,2024-07-15,Tokyo-Ginza,Vision Pro,8.0,2751.1891170420663
RETAIL_00285,2024-08-14,Tokyo-Ginza,iPad Pro,1.0,32.65257809011723
RETAIL_00286,2024-07-09,NYC-FifthAve,Apple Watch Ultra,8.0,-391.49746281950394
RETAIL_00287,2024-11-18,NYC-FifthAve,AirPods Max,6.0,1280.9096667504245
RETAIL_00288,2024-12-01,London-RegentSt,iPad Pro,2.0,2928.831703580589
RETAIL_00289,2024-07-26,Sydney-GeorgeSt,iPhone 15 Pro,5.0,3347.9405978041855
RETAIL_00290,2024-08-06,Sydney-GeorgeSt,Apple Watch Ultra,,648.2894962297362
RETAIL_00291,2024-09-18,NYC-FifthAve,iPad Pro,6.0,2768.4624916028583
RETAIL_00292,2024-10-03,NYC-FifthAve,AirPods Max,5.0,3583.7785716942844
RETAIL_00293,2024-07-31,Tokyo-Ginza,MacBook Air M3,1.0,1144.2595555008984
RETAIL_00294,2024-12-22,London-RegentSt,AirPods Max,6.0,2450.2894620024495
