TXN_ID,Product,Store,Date,Revenue,Quantity
APPLE_WEB_00110,iPhone 15 Pro,NYC-FifthAve,2024-05-24,1005.0310378188652,1.0
APPLE_WEB_00111,Vision Pro,Sydney-GeorgeSt,2024-06-05,2871.489216412417,1.0
APPLE_WEB_00112,MacBook Air M3,NYC-FifthAve,2024-02-16,5801.901017302159,2.0
APPLE_WEB_00113,iPhone 15 Pro,Sydney-GeorgeSt,2024-04-18,6544.589977806049,2.0
APPLE_WEB_00114,AirPods Max,Tokyo-Ginza,2024-06-25,5721.129449469554,2.0
APPLE_WEB_00115,AirPods Max,NYC-FifthAve,2024-01-27,1412.6021868465425,1.0
APPLE_WEB_00116,Vision Pro,Sydney-GeorgeSt,2024-05-08,3416.9918970180997,2.0
APPLE_WEB_00117,AirPods Max,Tokyo-Ginza,2024-04-11,2868.4764007683616,1.0
APPLE_WEB_00118,AirPods Max,NYC-FifthAve,2024-03-23,5440.975178316641,2.0
APPLE_WEB_00119,Apple Watch Ultra,Sydney-GeorgeSt,2024-06-21,1640.0055141339778,2.0
APPLE_WEB_00120,MacBook Air M3,Paris-Opera,2024-02-03,6177.207298809756,2.0
APPLE_WEB_00121,Apple Watch Ultra,London-RegentSt,2024-05-02,1882.4369520457835,1.0
APPLE_WEB_00122,AirPods Max,NYC-FifthAve,2024-02-26,1988.9260466700164,1.0
APPLE_WEB_00125,Apple Watch Ultra,NYC-FifthAve,2024-06-14,6352.029600887864,2.0
APPLE_WEB_00126,Apple Watch Ultra,Sydney-GeorgeSt,2024-05-12,4450.864359535867,2.0
APPLE_WEB_00127,MacBook Air M3,Sydney-GeorgeSt,2024-03-24,6503.200593588473,2.0
APPLE_WEB_00128,iPad Pro,Tokyo-Ginza,2024-02-12,1789.1229767559705,1.0
APPLE_WEB_00129,Vision Pro,Tokyo-Ginza,2024-04-04,1126.6493256777758,2.0
APPLE_WEB_00130,iPad Pro,Tokyo-Ginza,2024-01-25,2288.7478899868333,1.0
APPLE_WEB_00131,iPad Pro,Tokyo-Ginza,2024-05-01,2378.6695788158618,1.0
APPLE_WEB_00134,iPhone 15 Pro,London-RegentSt,2024-03-13,1825.5162027808676,1.0
APPLE_WEB_00135,AirPods Max,Tokyo-Ginza,2024-04-03,2245.024312584359,1.0
APPLE_WEB_00136,AirPods Max,Tokyo-Ginza,2024-04-22,2124.155348512153,2.0
APPLE_WEB_00137,Apple Watch Ultra,London-RegentSt,2024-01-14,834.5072196447137,1.0
APPLE_WEB_00140,iPad Pro,Tokyo-Ginza,2024-02-07,231.69115471221232,1.0
APPLE_WEB_00141,iPhone 15 Pro,London-RegentSt,2024-01-28,482.40909121446066,1.0
APPLE_WEB_00142,iPhone 15 Pro,NYC-FifthAve,2024-02-13,841.5797835783554,1.0
APPLE_WEB_00143,AirPods Max,NYC-FifthAve,2024-03-07,4258.813136954288,2.0
APPLE_WEB_00145,MacBook Air M3,Paris-Opera,2024-01-06,1117.8912408420997,2.0
APPLE_WEB_00151,MacBook Air M3,NYC-FifthAve,2024-03-02,1782.8233861021035,1.0
APPLE_WEB_00152,AirPods Max,Paris-Opera,2024-06-21,3864.147573982697,2.0
APPLE_WEB_00153,Apple Watch Ultra,NYC-FifthAve,2024-01-20,3391.1400041192696,1.0
APPLE_WEB_00154,Vision Pro,Sydney-GeorgeSt,2024-02-07,2512.365422321778,1.0
APPLE_WEB_00155,Vision Pro,NYC-FifthAve,2024-01-03,6539.7766668117365,2.0
APPLE_WEB_00156,MacBook Air M3,Paris-Opera,2024-05-17,1659.8830663783658,1.0
APPLE_WEB_00157,iPhone 15 Pro,Sydney-GeorgeSt,2024-03-03,2436.006116355038,1.0
APPLE_WEB_00160,Vision Pro,NYC-FifthAve,2024-02-04,6936.864671322813,2.0
APPLE_WEB_00161,Vision Pro,Sydney-GeorgeSt,2024-04-14,5931.925955350754,2.0
APPLE_WEB_00162,iPad Pro,Tokyo-Ginza,2024-01-05,1361.0410549148485,2.0
APPLE_WEB_00163,MacBook Air M3,NYC-FifthAve,2024-02-11,3783.460962943864,2.0
APPLE_WEB_00164,AirPods Max,Tokyo-Ginza,2024-02-01,3304.1335727555247,2.0
APPLE_WEB_00165,iPhone 15 Pro,NYC-FifthAve,2024-06-01,1948.0621786523134,1.0
APPLE_WEB_00166,iPad Pro,Tokyo-Ginza,2024-04-13,2845.4268320554447,2.0
APPLE_WEB_00167,AirPods Max,Paris-Opera,2024-02-11,3296.234256577411,1.0
APPLE_WEB_00168,Vision Pro,Sydney-GeorgeSt,2024-06-12,1926.7638799602034,1.0
APPLE_WEB_00170,Vision Pro,NYC-FifthAve,2024-03-14,5070.79191418716,2.0
APPLE_WEB_00171,AirPods Max,Paris-Opera,2024-04-18,3873.8843090061687,2.0
APPLE_WEB_00172,MacBook Air M3,Sydney-GeorgeSt,2024-03-16,634.2217301653677,1.0
APPLE_WEB_00173,iPad Pro,London-RegentSt,2024-02-05,2289.6675228234517,1.0
APPLE_WEB_00175,MacBook Air M3,Paris-Opera,2024-04-16,1556.5214263570274,1.0
APPLE_WEB_00176,iPad Pro,Paris-Opera,2024-04-20,1195.643148524237,2.0
APPLE_WEB_00177,MacBook Air M3,Sydney-GeorgeSt,2024-05-12,473.4566784389226,1.0
APPLE_WEB_00178,Vision Pro,Sydney-GeorgeSt,2024-02-20,4142.183547524321,2.0
APPLE_WEB_00180,Vision Pro,NYC-FifthAve,2024-02-26,686.8041199377665,1.0
APPLE_WEB_00181,AirPods Max,NYC-FifthAve,2024-06-23,895.3232423558695,1.0
APPLE_WEB_00182,iPad Pro,NYC-FifthAve,2024-06-02,821.8039542258983,1.0
APPLE_WEB_00183,MacBook Air M3,London-RegentSt,2024-02-07,1525.8804487662253,1.0
APPLE_WEB_00184,Apple Watch Ultra,Tokyo-Ginza,2024-06-19,2614.379206129852,1.0
APPLE_WEB_00186,Apple Watch Ultra,London-RegentSt,2024-05-29,2357.329173434785,2.0
APPLE_WEB_00187,iPhone 15 Pro,NYC-FifthAve,2024-03-24,4730.241887392629,2.0
APPLE_WEB_00188,iPhone 15 Pro,NYC-FifthAve,2024-04-13,3052.56659392014,2.0
APPLE_WEB_00189,Vision Pro,Tokyo-Ginza,2024-05-02,710.0954575980012,2.0
APPLE_WEB_00190,MacBook Air M3,Tokyo-Ginza,2024-01-30,1706.9412618474485,1.0
APPLE_WEB_00191,Vision Pro,London-RegentSt,2024-04-22,5485.056136524371,2.0
APPLE_WEB_00192,iPad Pro,Sydney-GeorgeSt,2024-01-08,5416.501334386462,2.0
APPLE_WEB_00193,iPhone 15 Pro,Paris-Opera,2024-06-10,1046.6572504074093,1.0
APPLE_WEB_00194,iPhone 15 Pro,Sydney-GeorgeSt,2024-05-14,3427.9989380257894,1.0
APPLE_WEB_00199,AirPods Max,Tokyo-Ginza,2024-03-25,2263.021411449937,1.0
APPLE_WEB_00200,AirPods Max,NYC-FifthAve,2024-01-02,4187.700120935726,2.0
APPLE_WEB_00201,Apple Watch Ultra,Paris-Opera,2024-04-28,1260.8679385949442,1.0
APPLE_WEB_00202,AirPods Max,London-RegentSt,2024-05-16,2584.5950564997975,2.0
APPLE_WEB_00203,MacBook Air M3,NYC-FifthAve,2024-04-17,1737.5009390456617,2.0
APPLE_WEB_00204,MacBook Air M3,NYC-FifthAve,2024-05-07,1771.643138100861,1.0
APPLE_WEB_00206,AirPods Max,London-RegentSt,2024-06-02,2302.83254538264,1.0
APPLE_WEB_00207,AirPods Max,London-RegentSt,2024-03-10,4916.83532028907,2.0
APPLE_WEB_00208,iPhone 15 Pro,Sydney-GeorgeSt,2024-01-17,4143.721044966069,2.0
APPLE_WEB_00210,Apple Watch Ultra,London-RegentSt,2024-06-16,3162.062823028114,1.0
APPLE_WEB_00211,MacBook Air M3,NYC-FifthAve,2024-06-21,2370.173593220881,1.0
APPLE_WEB_00212,Apple Watch Ultra,London-RegentSt,2024-03-04,2840.353680401613,2.0
APPLE_WEB_00213,MacBook Air M3,Tokyo-Ginza,2024-02-05,2616.1732873568685,1.0
APPLE_WEB_00214,iPad Pro,NYC-FifthAve,2024-06-12,1440.9262193214608,1.0
APPLE_WEB_00217,MacBook Air M3,Tokyo-Ginza,2024-04-18,2134.412626459859,1.0
APPLE_WEB_00218,iPhone 15 Pro,NYC-FifthAve,2024-02-09,2726.97412662342,1.0
APPLE_WEB_00221,iPhone 15 Pro,Sydney-GeorgeSt,2024-02-18,2378.3807928954293,2.0
APPLE_WEB_00224,AirPods Max,NYC-FifthAve,2024-06-02,3556.724254954767,2.0
APPLE_WEB_00226,iPhone 15 Pro,Sydney-GeorgeSt,2024-03-19,1723.7180979340935,1.0
APPLE_WEB_00228,Vision Pro,NYC-FifthAve,2024-04-12,2975.131473063187,1.0
APPLE_WEB_00229,iPad Pro,London-RegentSt,2024-02-14,1358.0297306711207,1.0
APPLE_WEB_00231,MacBook Air M3,Sydney-GeorgeSt,2024-06-09,5587.474131014615,2.0
APPLE_WEB_00234,Apple Watch Ultra,Sydney-GeorgeSt,2024-03-02,306.54452724326035,1.0
APPLE_WEB_00235,Vision Pro,London-RegentSt,2024-04-30,2086.1517883560946,1.0
APPLE_WEB_00237,Vision Pro,London-RegentSt,2024-03-08,1703.8372832318892,1.0
APPLE_WEB_00239,AirPods Max,Sydney-GeorgeSt,2024-02-06,2419.4113426756453,1.0
APPLE_WEB_00241,iPad Pro,Paris-Opera,2024-02-21,4392.39276328017,2.0
APPLE_WEB_00242,AirPods Max,Tokyo-Ginza,2024-04-26,6612.012157670747,2.0
APPLE_WEB_00243,MacBook Air M3,NYC-FifthAve,2024-06-17,906.3572654888468,1.0
APPLE_WEB_00245,MacBook Air M3,Tokyo-Ginza,2024-03-01,3255.5251943678677,1.0
APPLE_WEB_00246,Vision Pro,Tokyo-Ginza,2024-01-03,2684.263663122788,1.0
APPLE_WEB_00247,Vision Pro,Paris-Opera,2024-03-13,883.2653619522398,1.0
APPLE_WEB_00248,Apple Watch Ultra,Tokyo-Ginza,2024-03-07,437.31064203043394,1.0
APPLE_WEB_00249,iPhone 15 Pro,London-RegentSt,2024-03-16,3124.081029158453,1.0
APPLE_WEB_00252,Vision Pro,Sydney-GeorgeSt,2024-02-09,385.5609964823116,1.0
APPLE_WEB_00253,iPad Pro,London-RegentSt,2024-02-09,3183.9512345282346,1.0
APPLE_WEB_00254,iPhone 15 Pro,Paris-Opera,2024-05-26,1028.8852704709498,1.0
APPLE_WEB_00255,iPhone 15 Pro,Sydney-GeorgeSt,2024-04-16,3051.781457234534,1.0
APPLE_WEB_00256,AirPods Max,Paris-Opera,2024-06-14,2421.074400832212,1.0
APPLE_WEB_00261,Vision Pro,Tokyo-Ginza,2024-03-10,159.57400367968313,1.0
APPLE_WEB_00262,Apple Watch Ultra,Paris-Opera,2024-03-03,1953.0683701384917,1.0
APPLE_WEB_00263,MacBook Air M3,Paris-Opera,2024-05-27,6539.8694311375175,2.0
APPLE_WEB_00264,MacBook Air M3,NYC-FifthAve,2024-05-29,2286.494441221542,2.0
APPLE_WEB_00266,AirPods Max,Paris-Opera,2024-05-04,2655.326672973656,1.0
APPLE_WEB_00267,iPad Pro,Tokyo-Ginza,2024-06-08,5794.997265526152,2.0
APPLE_WEB_00268,iPhone 15 Pro,Paris-Opera,2024-01-29,132.46934707978454,1.0
APPLE_WEB_00269,AirPods Max,Sydney-GeorgeSt,2024-04-28,1650.1742719910064,1.0
APPLE_WEB_00271,AirPods Max,Sydney-GeorgeSt,2024-04-01,3054.343066933827,1.0
APPLE_WEB_00272,iPhone 15 Pro,Tokyo-Ginza,2024-01-06,1543.4810580410322,1.0
APPLE_WEB_00274,MacBook Air M3,Paris-Opera,2024-01-24,804.2103137591616,1.0
APPLE_WEB_00277,Apple Watch Ultra,Sydney-GeorgeSt,2024-06-20,378.3891553038726,2.0
APPLE_WEB_00280,iPad Pro,London-RegentSt,2024-04-26,690.7682358864038,2.0
APPLE_WEB_00282,iPhone 15 Pro,NYC-FifthAve,2024-02-14,4302.138494324106,2.0
APPLE_WEB_00285,Apple Watch Ultra,London-RegentSt,2024-06-08,2496.3069507336304,1.0
APPLE_WEB_00286,AirPods Max,NYC-FifthAve,2024-06-06,3747.376476412955,2.0
APPLE_WEB_00290,Apple Watch Ultra,London-RegentSt,2024-02-10,4413.914881753075,2.0
APPLE_WEB_00293,MacBook Air M3,Paris-Opera,2024-02-10,3306.625237653343,2.0
APPLE_WEB_00294,AirPods Max,Paris-Opera,2024-03-27,404.09303944308687,1.0
APPLE_WEB_00296,Apple Watch Ultra,Tokyo-Ginza,2024-02-01,1485.4747517418332,2.0
APPLE_WEB_00297,iPad Pro,NYC-FifthAve,2024-02-06,199.3020394124834,1.0
APPLE_WEB_00299,AirPods Max,London-RegentSt,2024-06-07,3376.078728422992,2.0
APPLE_WEB_00301,Apple Watch Ultra,NYC-FifthAve,2024-04-05,528.3359501201319,2.0
APPLE_WEB_00303,Vision Pro,London-RegentSt,2024-04-24,1550.1995235635447,1.0
APPLE_WEB_00304,iPhone 15 Pro,Sydney-GeorgeSt,2024-02-09,838.9315769490963,1.0
APPLE_WEB_00305,Apple Watch Ultra,London-RegentSt,2024-03-27,5488.241395418795,2.0
APPLE_WEB_00308,iPhone 15 Pro,NYC-FifthAve,2024-05-02,4254.488738671411,2.0
APPLE_WEB_00309,Apple Watch Ultra,Paris-Opera,2024-06-16,998.9096682027998,1.0
APPLE_WEB_00310,Vision Pro,Tokyo-Ginza,2024-01-10,1855.5677569101858,2.0
APPLE_WEB_00312,Vision Pro,NYC-FifthAve,2024-01-01,3287.184049340592,2.0
APPLE_WEB_00313,Apple Watch Ultra,Sydney-GeorgeSt,2024-06-23,1407.4384480385681,1.0
APPLE_WEB_00314,Vision Pro,Paris-Opera,2024-02-25,5527.266823155498,2.0
APPLE_WEB_00316,iPhone 15 Pro,Sydney-GeorgeSt,2024-02-28,2285.809998240399,1.0
APPLE_WEB_00317,MacBook Air M3,Sydney-GeorgeSt,2024-01-20,4198.680520983048,2.0
APPLE_WEB_00320,AirPods Max,London-RegentSt,2024-04-28,2503.7741704224995,1.0
APPLE_WEB_00321,Vision Pro,Sydney-GeorgeSt,2024-04-11,2591.8953303148533,1.0
APPLE_WEB_00322,Vision Pro,London-RegentSt,2024-06-19,4926.298918004349,2.0
APPLE_WEB_00323,Apple Watch Ultra,NYC-FifthAve,2024-02-16,951.7763687234012,1.0
APPLE_WEB_00324,iPad Pro,NYC-FifthAve,2024-02-02,3266.297103858515,1.0
APPLE_WEB_00325,MacBook Air M3,NYC-FifthAve,2024-03-09,4698.888069368109,2.0
APPLE_WEB_00326,iPhone 15 Pro,NYC-FifthAve,2024-03-03,2345.9386765122313,1.0
APPLE_WEB_00329,AirPods Max,Tokyo-Ginza,2024-01-23,3166.6359391130572,1.0
APPLE_WEB_00330,iPhone 15 Pro,Sydney-GeorgeSt,2024-03-29,2790.0309776828367,2.0
APPLE_WEB_00331,AirPods Max,Paris-Opera,2024-05-26,2184.1331845306004,1.0
APPLE_WEB_00332,Vision Pro,Paris-Opera,2024-02-04,4278.3121014017415,2.0
APPLE_WEB_00333,Vision Pro,London-RegentSt,2024-03-14,2107.3979549528785,1.0
APPLE_WEB_00334,Vision Pro,London-RegentSt,2024-02-17,2817.756158408009,2.0
APPLE_WEB_00335,MacBook Air M3,Sydney-GeorgeSt,2024-01-12,430.82752353537654,2.0
APPLE_WEB_00336,Vision Pro,Tokyo-Ginza,2024-01-15,4168.36176859222,2.0
APPLE_WEB_00338,Apple Watch Ultra,NYC-FifthAve,2024-05-22,3150.9271567612122,1.0
APPLE_WEB_00340,Vision Pro,Paris-Opera,2024-04-26,689.537518094389,1.0
APPLE_WEB_00341,Apple Watch Ultra,London-RegentSt,2024-05-15,6523.543613824208,2.0
APPLE_WEB_00342,iPhone 15 Pro,London-RegentSt,2024-05-11,5084.855544264325,2.0
APPLE_WEB_00344,MacBook Air M3,Sydney-GeorgeSt,2024-06-18,5036.971804009197,2.0
APPLE_WEB_00346,Vision Pro,Sydney-GeorgeSt,2024-05-02,550.6004714414812,2.0
APPLE_WEB_00347,MacBook Air M3,NYC-FifthAve,2024-01-26,3730.280648049351,2.0
APPLE_WEB_00348,MacBook Air M3,NYC-FifthAve,2024-03-12,1514.1659432485949,1.0
APPLE_WEB_00349,Apple Watch Ultra,Paris-Opera,2024-01-19,2759.3709863718145,1.0
APPLE_WEB_00350,iPhone 15 Pro,London-RegentSt,2024-06-12,2378.6431606122555,1.0
APPLE_WEB_00351,iPhone 15 Pro,London-RegentSt,2024-04-17,2105.870520901348,1.0
APPLE_WEB_00353,AirPods Max,Sydney-GeorgeSt,2024-03-18,823.8473744270971,1.0
APPLE_WEB_00355,iPhone 15 Pro,NYC-FifthAve,2024-06-15,1491.5542485114645,1.0
APPLE_WEB_00356,MacBook Air M3,Paris-Opera,2024-01-19,6939.065397552749,2.0
APPLE_WEB_00357,iPhone 15 Pro,Sydney-GeorgeSt,2024-02-05,4156.327820623197,2.0
APPLE_WEB_00359,AirPods Max,Paris-Opera,2024-05-09,725.9167001086694,2.0
APPLE_WEB_00360,Vision Pro,Tokyo-Ginza,2024-02-19,1833.2194320763185,2.0
APPLE_WEB_00361,Apple Watch Ultra,London-RegentSt,2024-03-10,2444.0094959976313,2.0
APPLE_WEB_00362,Vision Pro,Paris-Opera,2024-01-30,2704.244392241986,2.0
APPLE_WEB_00366,Apple Watch Ultra,Paris-Opera,2024-01-05,1474.6946362773685,1.0
APPLE_WEB_00367,iPhone 15 Pro,London-RegentSt,2024-05-29,2966.6522020485395,1.0
APPLE_WEB_00368,iPhone 15 Pro,Paris-Opera,2024-05-21,2912.8479139510205,1.0
APPLE_WEB_00369,iPad Pro,London-RegentSt,2024-03-25,1015.6893605995405,1.0
APPLE_WEB_00371,Vision Pro,Tokyo-Ginza,2024-05-29,6144.289100018735,2.0
APPLE_WEB_00372,Vision Pro,London-RegentSt,2024-02-18,5996.604215201945,2.0
APPLE_WEB_00375,MacBook Air M3,London-RegentSt,2024-01-20,713.7776155045342,1.0
APPLE_WEB_00376,Vision Pro,Paris-Opera,2024-02-02,2067.300491173626,1.0
APPLE_WEB_00377,iPad Pro,Paris-Opera,2024-05-04,2172.072400220794,1.0
APPLE_WEB_00378,AirPods Max,London-RegentSt,2024-04-26,2944.98880718539,2.0
APPLE_WEB_00379,Apple Watch Ultra,Paris-Opera,2024-06-21,3669.1649196671005,2.0
APPLE_WEB_00381,iPad Pro,Sydney-GeorgeSt,2024-06-08,2130.05268407002,2.0
APPLE_WEB_00382,AirPods Max,Tokyo-Ginza,2024-01-31,2159.6041621504546,1.0
APPLE_WEB_00383,MacBook Air M3,Tokyo-Ginza,2024-05-05,775.3068753445701,1.0
APPLE_WEB_00384,iPad Pro,NYC-FifthAve,2024-03-23,2216.7074222435704,1.0
APPLE_WEB_00386,Apple Watch Ultra,Sydney-GeorgeSt,2024-01-17,3691.505143729583,2.0
APPLE_WEB_00388,Apple Watch Ultra,Tokyo-Ginza,2024-01-07,5596.711091546061,2.0
APPLE_WEB_00389,Vision Pro,Sydney-GeorgeSt,2024-03-26,2917.8027080603665,1.0
APPLE_WEB_00390,MacBook Air M3,Sydney-GeorgeSt,2024-03-19,1531.4389738657962,1.0
APPLE_WEB_00391,AirPods Max,Sydney-GeorgeSt,2024-03-05,1182.1194166134537,2.0
APPLE_WEB_00392,AirPods Max,Sydney-GeorgeSt,2024-03-22,1883.6978242209095,2.0
APPLE_WEB_00394,Apple Watch Ultra,Paris-Opera,2024-02-03,2050.969933756266,2.0
APPLE_WEB_00395,Vision Pro,Sydney-GeorgeSt,2024-06-28,3466.3621919454863,2.0
APPLE_WEB_00396,iPhone 15 Pro,NYC-FifthAve,2024-04-14,2774.505752730882,1.0
APPLE_WEB_00397,MacBook Air M3,NYC-FifthAve,2024-01-29,4896.027919023294,2.0
APPLE_WEB_00398,iPad Pro,Paris-Opera,2024-01-21,258.49679600303523,1.0
APPLE_WEB_00400,iPhone 15 Pro,Paris-Opera,2024-03-09,1647.588243179284,1.0
APPLE_WEB_00403,Apple Watch Ultra,Tokyo-Ginza,2024-05-14,1307.499884243513,1.0
APPLE_WEB_00406,Vision Pro,Paris-Opera,2024-02-18,2832.273171260518,2.0
APPLE_WEB_00408,MacBook Air M3,Tokyo-Ginza,2024-05-19,6785.6143609861465,2.0
APPLE_WEB_00409,MacBook Air M3,Paris-Opera,2024-05-23,1766.8722450343096,1.0
